Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514,ner_results
Urban Asia - Kitchen & Bar,Thejoyoffood,"Amongst the so many options now available for dining at Gachibowli, Urban Asia is difficult to ignore both for location and food. Getting in there if you are driving can be tricky sometimes since there is too much traffic in a narrow lane. However, they have a valet in the basement and you can park there and head over to the 4th floor which actually is a mix of a few restaurants. The place offers both buffet and a-la-carte options and you could choose what you like. We ordered Pad Thai noodle and chilly Tofu. I have not had such soft and delicious todu in a long time and was happy to have given that a shot. Moreover, the portion size was fairly decent. The Pad Thai tasted slightly sweet to my wife's liking but again flavoursome and good portion. The place was quiet and you could enjoy your food in peace. The staff is courteous and service is prompt.",4,"174 Reviews , 230 Followers",4/9/2019 13:41,0,,"{'food': ['Pad Thai noodle', 'Tofu'], 'drink': []}"
Urban Asia - Kitchen & Bar,Durgesh Thakur,"Used to be a frequent visitor at this place. Was total disappointed yesterday night . Food was aweful to taste. Chicken starter in bean sauce was bitter in taste. They we're serving what they deemed fit for us and not as per our order. Chicken lababdar was wanting in taste, fennel seeds were used and curry was as thin as a soup , no one was nearby when serving were required. Service is what we look forward to when dining in your restaurant.Either there was change in chef or some other temporary issues. Hope it would be fixed soon and we will not be disappointed when dining next time with our friends.",5,"2 Reviews , 1 Follower",4/7/2019 21:07,0,,"{'food': ['Chicken starter in bean sauce', 'Chicken lababdar', 'Fennel seeds'], 'drink': []}"
Urban Asia - Kitchen & Bar,Francissalethu,The place has the best Asian food options. The nasi Goreng here is authentic and taste like it not like other restaurants where they just give u fried rice. The pork fried rice is very tasty as well.,4,"4 Reviews , 5 Followers",4/3/2019 11:12,0,,"{'food': ['nasi goreng', 'pork fried rice'], 'drink': []}"
Urban Asia - Kitchen & Bar,Tinni Ghosh,"I went to Urban Asia on a date and we had planned to have sushi. Sushi was not available at all. We were heartbroken. ""Sorry Sir"" became the theme that night. Date went dull.",2,"74 Reviews , 1134 Followers",3/27/2019 11:00,0,,"{'food': ['sushi'], 'drink': []}"
Urban Asia - Kitchen & Bar,Arka Majumder,"The staffs are very Friendly and polite... This is one of the best Chinese restaurant in Hyderabad, i suggest this place to all the people who love authentic oriental cuisine.",5,"5 Reviews , 113 Followers",3/26/2019 21:10,0,,"{'food': ['Chinese restaurant'], 'drink': []}"
Urban Asia - Kitchen & Bar,Peri,"Ambience is just decent, but The food is justtttt mouth watering!!!Have tried Nyonya- it was heaven....A must try dish!! The signature dishes are the best..",5,"8 Reviews , 8 Followers",3/25/2019 22:00,0,,"{'food': ['mouth watering', 'heaven', 'must try dish'], 'drink': []}"
Urban Asia - Kitchen & Bar,Supraja.prasad,"Visited on a weekday for a quick dinner. Ordered the Kung pao chicken , mojito and schezwan noodles. Food was very delicious especially the king pao chicken. Will definitely go back to explore more.",4,"62 Reviews , 189 Followers",3/22/2019 21:49,0,,"{'food': ['Kung pao chicken', 'Schezwan noodles'], 'drink': ['mojito']}"
Urban Asia - Kitchen & Bar,Apoorva Idya,The food was not made well and the service needs a lot of improvement. The pad thai was too sticky and the thai green curry was very watery. They didnot have ice to make drinks and we were kept waiting for a very long time for the bill. The outlet needs better management. Unhappy with my visit here.,1,"9 Reviews , 2 Followers",3/22/2019 14:43,0,,"{'food': ['pad thai', 'thai green curry'], 'drink': []}"
Urban Asia - Kitchen & Bar,ThePanda,"We have been to Urban Asia - Kitchen & Bar, Gachibowli. We ordered crisp noodles (shrimps) with sweet and sour sauce which was obviously a wrong choice. Crispy noodles is never a right choice (at least for me) wherever you go and sweet n sour soup with shrimps just made it worse. I am a seafood lover and the quantity and size of shrimps didn't justify its price. Next was Standing Pomfret dish in schezwan sauce...which turned out to be a disappointment. Who prepares pomfret in all-purpose flour? It was not good at all.",1,"8 Reviews , 9 Followers",3/4/2019 20:44,1,,"{'food': ['crisp noodles', 'Standing Pomfret'], 'drink': []}"
Urban Asia - Kitchen & Bar,Shreyasi Pal,"Love this place for food. I recommend Tamang chilli chicken , heaven on a place . Hakka noodles not so impressive. I always go for à la carte . Buffet menu not so tempting. Staffs are courteous and service is good .",5,"11 Reviews , 31 Followers",3/2/2019 18:32,3,,"{'food': ['Tamang chilli chicken', 'Hakka noodles'], 'drink': []}"
Urban Asia - Kitchen & Bar,Ananth Popuri,"Food is very nice, especially chilli lamb and honey chilli potato is amazing. Good thing with this restaurant is it consists of three different menus, the thing I'm saying is we can eat three different restaurants menu food in single place. Drinks collection is also good.",5,"12 Reviews , 4 Followers",2/26/2019 22:45,0,,"{'food': ['chilli lamb', 'honey chilli potato'], 'drink': []}"
Urban Asia - Kitchen & Bar,Hrishikesh Sathe,"Food - 4
Service - 3

The food is nice but the fancy dishes fail to impress. Had ordered Lotus leaf fried rice - but that neither had any distinguishing flavor of lotus leaf nor a hint of chili oil, but what lets you down is the service - Too SLOW.

And they also goofed up on the Zomato 1+1 food offer. They later corrected it, but not before arguing.

Will I go here again - YES, but not the Gachibowli joint. The other Urban Asia at Jubilee hills is a way better!",3,"24 Reviews , 22 Followers",2/26/2019 18:58,0,,"{'food': ['Lotus leaf fried rice'], 'drink': []}"
Urban Asia - Kitchen & Bar,Chaitanya Reddy,"Sushi was bad,
Starters were okay ,
I don't understand why there waso muglai / Indian food and not Asian food in an restraunt which specialises in Asian cuisine.",3,"5 Reviews , 2 Followers",2/24/2019 15:46,0,,"{'food': ['Sushi'], 'drink': []}"
Urban Asia - Kitchen & Bar,^beingRAJAT,"Dissatisfaction and Disappointment!

Urban Asia Gachibowli !
I am here for a lunch buffet but alas, wasnt what I was expecting. Starters Pathetic !
The prawn is okaish, apart from that everything stands to be a disaster. Uncooked Chicken Malai kababs to kabab mei "" huddi"" (bone).
Beware of the dirty, stinky and glue piece of cloth napkin!!

Soup served was a shorba which tasted masala warm water. The mocktail tasted really good. Finally !!

Coming to the main course I am not putting up any pictures as they were average ! Trust me nothing special !!

The chat counter was good. U can try that. From Chole kulche to Bhel puri. 4 items.

Deserts: limited but were good.

Ice Cream: They were making it on a ice tray however some local base brand.

Overall
Food 3/5
Service 1/5
Value for Money 2.5/5

Recomended only if you can grab the buffet in a deal.
Like 50% of an all.",3,"78 Reviews , 202 Followers",2/23/2019 14:27,3,,"{'food': ['prawn', 'chole kulche', 'bhel puri'], 'drink': ['mocktail']}"
Urban Asia - Kitchen & Bar,The Greedy Hippo,"On a Saturday casual lunch, i was simply floored by the ambiance they have set up. And I couldn't stop looking at the artifacts they have put up. Its like one could just spent hours looking at them and admiring the heritage of India.

I was in mood for chinese and went full blast.
The wonton soup superceded the manchow one.
The dragon prawns were okayish. The sangdown chicken wings could have been more jucier.

Coming on to the main course, we had ordered a barrage of items.
Sanghai fried rice: loved it
Kung pao chicken : delicious
Hunan chicken : bland, had to parcel
Shrimp soft noodles: good
Bamboo fried rice: good
Pan fried noodles in Cantonese sauce: a disaster.

For my part I had ordered food which turned out to be best, my friends were dissapointed.

The mojito and virgin mojito were good and packed a punch.

I loved everything about this restaurant and would be back here to try my favourite kung pao chicken. It has stuck on my taste buds.

Taste: 4
Service :4
Ambiance : 5
Value for money : 4",4,"207 Reviews , 1051 Followers",2/18/2019 18:11,0,,"{'food': ['Sanghai fried rice', 'Kung pao chicken', 'Hunan chicken', 'Shrimp soft noodles', 'Bamboo fried rice', 'Pan fried noodles in Cantonese sauce'], 'drink': ['Mojito', 'Virgin mojito']}"
Urban Asia - Kitchen & Bar,Shw Nick,"Amazing place with historical collection , collected from Rajasthan.
Staff are so cooperative and Goody Foody is so so so tasty ....

Asian food k deewano must go n try ..

Before ordering make sure you check with staff ingredients used in Japanese / Chinese food.",4,"3 Reviews , 28 Followers",2/18/2019 15:16,0,,"{'food': ['Amazing place with historical collection'], 'drink': []}"
Urban Asia - Kitchen & Bar,Harshitha Machiraju,"Good food. Recommend the garlic fried rice and fried ice cream. The veg dimsums are also very good. The only problem is the service, it's a bit slow.",3,"1 Review , 1 Follower",2/17/2019 22:40,0,,"{'food': ['garlic fried rice', 'fried ice cream'], 'drink': []}"
Urban Asia - Kitchen & Bar,Soumi Mukherjee,THIS IS MY MOST FAVOURITE CHINESE ASIAN CUISINE JOINT HERE. I have been to this place a couple of times and their food is absolutely to die for. The buttet garlic rice and the green curry is lipsmackingly good. In appetisers I love the pork dumplings which are white balls of juiciness and the pork ribs that completely melt in your mouth. The staff is helpful and courteous. Absolutely love everything about this place.,5,"55 Reviews , 123 Followers",2/16/2019 9:56,11,,"{'food': ['pork dumplings', 'pork ribs'], 'drink': []}"
Urban Asia - Kitchen & Bar,Megha Narayana,I have only been to this place once and I cannot forget the noodles I had! I never found that texture or taste in noodles anywhere else. I love it! The quantity is too much for a single person and good for 2. So do try it out!,4,"9 Reviews , 72 Followers",2/13/2019 14:33,2,,"{'food': ['noodles'], 'drink': []}"
Urban Asia - Kitchen & Bar,Aniket Pal,Great experience. Awesomely decorated inside. Very calm and quiet atmosphere. Appropriate place for both couple and family dining. Food quality is also delicious. Great service.,5,"85 Reviews , 167 Followers",1/29/2019 19:18,3,,"{'food': ['Great experience.', 'Awesomely decorated inside.', 'Very calm and quiet atmosphere.', 'Appropriate place for both couple and family dining.', 'Food quality is also delicious.'], 'drink': []}"
Urban Asia - Kitchen & Bar,Karthik Vempa,Ambience is not as good as the one in Jubilee hills. But kudos to them for maintaining the same taste. Courteous staff. Gets a bit crowded towards the weekend so better to book a table prior. They have tie up with zomato for booking table which is good. Tried the famous Narsi goreng and it lived up to the expectation.,4,"62 Reviews , 94 Followers",1/29/2019 12:24,1,,"{'food': ['Narsi goreng'], 'drink': []}"
Urban Asia - Kitchen & Bar,AK-ansha Chaudhary,Firstly my cocktail was messed up and than paneer lababdar with pathetic gravy was too bad to consume. Overall food experience was bad. I would never recommend this place to any of my friends or peer,2,"3 Reviews , 58 Followers",1/28/2019 22:05,0,,"{'food': ['cocktail', 'paneer lababdar with pathetic gravy'], 'drink': []}"
Urban Asia - Kitchen & Bar,Gayatri Tandon,"Pretty nice place with great food! I initially thought it would be costlier, but they have quite a lot of quantity, which is great! Overall it's quite a cool place",4,"66 Reviews , 84 Followers",1/28/2019 18:47,0,,"{'food': ['Great food!'], 'drink': []}"
Urban Asia - Kitchen & Bar,Debasmita Ghosh,"Extremely pleased to have visited this place and experiment with their masterpiece. I was disappointed as they didnt serve sushi on the day we visited, but rest of the food compensated for the grief. The pork ribs were amazing! The nasi goreng was something i was looking forward and it didn’t disappoint me. Also the heaven on plate. The quantity they serve is too good, one main course can be shared by two with moderate appetite. The decor was amazing too but what was best about this place were the courteous and highly spontaneous staff. The fried icecream too was good , they served extra chocolate sauce on request. must try this gem of a place!",4,"74 Reviews , 64 Followers",1/23/2019 11:59,7,,"{'food': ['pork ribs', 'nasi goreng', 'heaven on plate'], 'drink': []}"
Urban Asia - Kitchen & Bar,Shouvik Acharyya,"This place is nothing as it is shown in the images. The ambience maybe good, but the service is too bad. The chicken salt and pepper was nothing as simple as I thought and the tai pei crispy chicken was not all crisp. And if this was not enough the add on was the main course. The name mentioned in the menu for the main course resembles more of a continental food, which creates a lot of confusion. We ordered three dishes for main course not having any about the fact that the dishes are gravies, rather than semi gravy. The worst is the suggestions from the manager, who suggested us to have a rice item along with the dishes we ordered. Knowing that the dishes comes with gravy and it would be too much for 3 people to have that much gravy, it was very disappointing to have a suggestion from them. Moreover despite of showing the Zomato gold coupon the code was not added and even after having such a bad experience and complaining about the food, they added an extra service charge to the final bill. Won't complain much about the ambience but the food menu is a bit confusing.
My suggestion would be if you already had a drink or too its better not to order without asking, and importantly don't try and take suggestion from the management.
Been to many Asian restaurants, had bad food, but never got so confused about the menu. I had Sandip Acharyya with me. Both of us are very dissapointed.
A big no no to this place.",1,"9 Reviews , 232 Followers",1/22/2019 0:49,0,,"{'food': ['chicken salt and pepper', 'Tai Pei Crispy Chicken'], 'drink': []}"
Urban Asia - Kitchen & Bar,Shaan Wins Veigas,"The lamb dish was good, but the pork was undercooked. Better avoid pork here. Coz that could be dangerous. The ambience is good. The decor is warm with heritage wooden doors, pillars n other elements from old Rajasthan havelis.",3,"11 Reviews , 4 Followers",1/19/2019 17:38,0,,"{'food': ['lamb dish'], 'drink': []}"
Urban Asia - Kitchen & Bar,Kunal Khanra,"Amazing interior, heartwarming services, affordable price and wow food! The quantity was more than adequate too! We ordered pork ribs, heaven on a plate, fried ice cream and Nasi goreng. A must visit place!",5,"189 Reviews , 2860 Followers",1/16/2019 23:18,8,,"{'food': ['pork ribs', 'heaven on a plate', 'fried ice cream', 'Nasi goreng'], 'drink': []}"
Urban Asia - Kitchen & Bar,Meghana Nandiraju,"First visit

1. Garlic Fried rice - good
2. Mixed veggies in schezwan sauce - good
3. Mixed mushroom platter - did not please my taste buds. Left half the dish. I am not a fan of any mushroom other than the button mushroom. Even if I liked other mushrooms, I wouldn't have liked this dish. It's nothing special. Tasted like simple sauted mushrooms.
4. Showstopper - Yin Yan soup. Half of it was a thick corn soup which has a subtle sweet taste. The other half of it had thick coriander soup. I think this is what they serve full bowl as lemon coriander soup. Fan of this. Coming back for this soup.",3,"27 Reviews , 52 Followers",1/15/2019 16:53,4,,"{'food': ['Garlic Fried rice', 'Mixed veggies in schezwan sauce', 'Mixed mushroom platter'], 'drink': ['Yin Yan soup']}"
Urban Asia - Kitchen & Bar,Rishav Sarkar,"Visited this branch of Urban Asia this afternoon for lunch. The Eat India Co (Indian Restaurant) is just beside Urban Asia and I read few reviews about this place (Urban Asia, Gachibowli) not serving food as good as the Jubilee Hills branch as they share the same kitchen. But as I experienced today, these branch is as good as the other one. They have maintained the food quality, quality exactly the same. Even the buffet has nice spread of Asian menu as well as some Indian dishes. Ordered our favourite Pork Ribs which is very very delicious. Ordered Some Chilli Lamb and Orange chicken. Chilli lamb was really delicious but the Orange Chicken was average cause we asked for less gravy and it was a lot of gravy. (I don’t like sweet dishes. May be it’s the authentic Orange Chicken)
All together good experience. Staff is also very courteous and professional.",5,"123 Reviews , 405 Followers",1/13/2019 18:13,6,,"{'food': ['Pork Ribs', 'Chilli Lamb', 'Orange Chicken'], 'drink': []}"
Urban Asia - Kitchen & Bar,Satish,"If you want to taste really bad sushi, this is the best place in town. But given that my review has to be atleast 140 characters long - I repeat they are the best at serving the worst sushi.",1,"15 Reviews , 5 Followers",1/7/2019 22:49,0,,"{'food': ['sushi'], 'drink': []}"
Urban Asia - Kitchen & Bar,Komal Mathur,"Always feel good to visit Urban Asia...and now the best thing is we can enjoy both Urban Asia and eat India's food together.
Food- 4/5
Ambience- 4/5
Service-5/5",4,"28 Reviews , 50 Followers",1/5/2019 22:20,3,,
Urban Asia - Kitchen & Bar,Nikhil Chauhan,"Great food. Esp the Know Suey. Starters were good as well. Service by the attendants was poor. Delayed orders after multiple follow ups. Great ambience. Mild music. Mild air conditioning. Very clean. Definitely try the fried prawns as part of the starters. Wasabi needs to be more like the real wasabi. They need to serve the sushi along with the wasabi and soy sauce provided in small bowls - the bowls we're missing. And you had to ask for the wasabi as well. Should be part of the table sauces, etc. Good to go there once in a while.",3,"2 Reviews , 2 Followers",1/2/2019 11:45,0,,"{'food': ['fried prawns', 'sushi'], 'drink': []}"
Urban Asia - Kitchen & Bar,Karpurmanjari Kakati,"We opted for alakarte here. But the took a round of the food variety for buffet, it was pretty good. But the dessert section didn't interest me much.

The buffet had dumplings, sushi, which I felt were food for buffet.

We we in mood to eat proper Chinese. We ordered a pork dimsum, stir fried chicken starter.
Another chicken main course and fried rice.

Everything was good.

But then comes the bill part.

I Really don't know how they missed the Zomato 1+1 to cut from the bill.
Also they had so 91 bucks extra S. Tax apart from GST.
Which made us change the bill again.

Honestly speaking, after serving good food, missing the gold and adding extra money apart from GST decreases the moral value for the place.

Kindly try avoiding the addition of that.

Rest food is good.
Service if good.
Can come back again for another turn of Chinese.!!",3,"135 Reviews , 420 Followers",1/2/2019 7:54,0,,"{'food': ['dumplings', 'sushi', 'pork dimsum', 'stir fried chicken starter', 'chicken main course', 'fried rice'], 'drink': []}"
Urban Asia - Kitchen & Bar,Vijay Chandra,"The rating for the food taste is always 4/5 here but when comes to service I can't rate more than 1.5/5, the 0.5 is just for getting bill quickly and may be 1 for getting few dishes immediately. I visited this restaurant for the fifth time expecting to get better food and service than last time, but it is always degrading. We came in to Lunch at around 2:45, the first thing which irritated was they were served me cold starters and I complained then they went and heated it up and served, this was corn cubes, they promised 11 started in the buffet menu and they never bothered to serve all. I had to ask him to check what the menu was and can he serve all of them and still they never served. I think they were supposed to serve soup at table along with starters which they always did before, I went and asked them about it then they said it is available at the buffet section and we can go and get it. I really felt like going to a place where they were serving free food and we had to go and ask for what we wanted. It was absolutely ridiculous experience, they started turning off the lights when we're still eating, I agree we were late but switch off all the lights and we go out in a kind of darkness? It is no more pathetic situation, like they are not bothered about the customers, and we can get in if we want. I was always thinking Urban Asia is a premium place for good food and service, but it proved other wise.",1,4 Reviews,12/26/2018 18:06,0,,"{'food': ['corn cubes'], 'drink': []}"
Urban Asia - Kitchen & Bar,Bagga,"Went here for a family dinner on a weeknight. Ambience is nice, we were seated by a nice table by the glass wall. Service was very good as we got started with a manager standing close by and ensuring service was happening briskly. Two of us went with the buffet and others went ala carte. The buffet appetizers served at the table were good and served hot. Veg appetizers were good, chicken was very average and the fish was quite good. Budget however looked tired and like food had been sitting for a while. We didn't have much appetite after the starters so that was good. Lots of little desserts - pastries looked better than they tasted, but kids enjoyed the ice cream cold stone. Overall experience was quite good for all of us - attentive service always goes a long way and we will be back.",4,"15 Reviews , 8 Followers",12/24/2018 21:29,0,,"{'food': ['appetizers', 'vegetables', 'chicken', 'fish'], 'drink': []}"
Urban Asia - Kitchen & Bar,Vedika1003,"Terrible experience. The place was crowded and noisy. The food had an odd smell to it, it almost tasted like they were using expired ingredients. Wouldn’t recommend to anyone.",1,"2 Reviews , 14 Followers",12/21/2018 23:05,0,,"{'food': ['The place was crowded and noisy.', 'The food had an odd smell to it, it almost tasted like they were using expired ingredients.'], 'drink': []}"
Urban Asia - Kitchen & Bar,Srikanth Goud,Completely disappointed. If people are going for a team lunch or dinner please go for a better place. Service is worst. Until and unless we ask they are not bringing anything. Food is average. Starters are very less. Ambience is just ok. Not recomended.,1,"1 Review , 1 Follower",12/21/2018 4:54,0,,"{'food': ['starters'], 'drink': []}"
Urban Asia - Kitchen & Bar,Ashish Chandran,"delicious food for best price,good ambiance and awesome serving. Had good time here... this restaurant is a combination of good food and appearance with mild music. had fun 🤘🏻",5,"1 Review , 1 Follower",12/18/2018 20:49,0,,"{'food': ['delicious food'], 'drink': []}"
Urban Asia - Kitchen & Bar,Harishankar Patel,"If you want to try something new from the daily routine taste,try dinning out once in Urban Asia and you will love everything about it.. Give your taste buds a try for the ""crispy kai in Bangkok curry"" for starter and the cheese balls are mesmerizing .. For main course you definitely try the ""bamboo fried rice"" and the Malaysian curry combo.. you will love it.... And if your love is for Noodles.. Padh Thai will take your breath away with it's coconut flavoury mouthwatering taste... The soothing music is cherry on the cake. A fine Dinning and Urban Asia is way to go...

S K Allaudin is very good with handling the service and gave all of us an amazing experience.",5,1 Review,12/15/2018 23:06,1,,
Urban Asia - Kitchen & Bar,Harsha Galla,"The food is really good and so are the staff. Their thai green curry is awesome. It’s usually crowded, so its best to call before you go. The restaurant shares the kitchen with another restaurant, so you get the benefit of choosing from two menus, so dont have to worry which one to go to :P",5,"6 Reviews , 14 Followers",12/14/2018 20:31,0,,"{'food': ['food', 'thai green curry'], 'drink': []}"
Urban Asia - Kitchen & Bar,Ritam Das,Awesome food and very good staff.. well behaviour... Specialy thanks to Mr. Sk. Alauddin he take care us very well.. thanks u buddy. . And Ur management.... Cheers up buddy...thanks u... Good pan Asian food...,5,"2 Reviews , 61 Followers",12/13/2018 23:07,0,,"{'food': ['Awesome food', 'Specialy thanks to Mr. Sk. Alauddin he take care us very well', 'Thanks u buddy', 'Cheers up buddy', 'Thanks u'], 'drink': []}"
Urban Asia - Kitchen & Bar,Lokesh Jain,"Ambience decent , parking to the place is an issue . Tom yum soup good , paneer tikka ok , lotus stem ok . Service average, steward Sk was not upto the mark , he looked totally off mood . Chilli garlic noodles was outstanding, manchow fried rice was delicious",3,"136 Reviews , 211 Followers",12/13/2018 22:46,0,,"{'food': ['Tom yum soup', 'Paneer tikka', 'Lotus stem'], 'drink': []}"
Urban Asia - Kitchen & Bar,Mihir Bathia,Food was amazing and the ambience is good. It's nice to go there with family and friends. It's little expensive but the food taste is too good,5,"3 Reviews , 19 Followers",12/13/2018 18:58,0,,"{'food': ['Food was amazing', ""It's nice to go there with family and friends""], 'drink': []}"
Urban Asia - Kitchen & Bar,Ishu Gupta,This is my go-to place for Asian food cravings. The spread is good. The food is good and leaves you wanting more. Must try If you are looking for authentic Asian food.,4,"16 Reviews , 30 Followers",12/11/2018 6:53,0,,"{'food': ['Asian food', 'food', 'food'], 'drink': []}"
Urban Asia - Kitchen & Bar,Anirban De,The service is very bad. They are not offering the seats when they have whole restaurant empty. The food is good but the manager and staffs are not that encouraging.,2,"4 Reviews , 184 Followers",12/10/2018 2:00,0,,"{'food': ['The food is good'], 'drink': []}"
Urban Asia - Kitchen & Bar,Gaurav Gupta (GG),Visited Urban Asia two times and had moderate experience. Food taste is pretty but service is very very slow. Staff took more than 20 min to serve the food initially and reordering was like endless waiting. Buffet services seems better than ala carte.,3,"5 Reviews , 84 Followers",12/6/2018 14:42,0,,"{'food': ['Food taste is pretty'], 'drink': []}"
Urban Asia - Kitchen & Bar,Shail Choudhary,"We decided to go to Eat India Company for dinner, then found that it in conjunction with Urban Asia, Good for us, as we got the opportunity to try both the restaurants. Food was good so was the service, prices were moderate to high. The Place is located on the busy foodie street of Gachibowli, good that valet parking is there.",4,"43 Reviews , 23 Followers",12/4/2018 9:00,7,,"{'food': ['Eat India Company', 'Urban Asia'], 'drink': []}"
Urban Asia - Kitchen & Bar,Abhra Das,We ordered a fish starter along with main course. Food was good . Tasted quite fresh and authentic. Quality and quantity both were satisfying. The restaurant is in the same floor of Eat India Company and shares same service.,4,"10 Reviews , 1 Follower",11/25/2018 18:17,0,,"{'food': ['fish starter', 'main course'], 'drink': []}"
