Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514,ner_results
Arena Eleven,Vamshi Puli,"Amazing place
It has a beautiful ambience and the view from the restaurant is just eye catchy
I’ve been to this place for lunch.
The food and drinks are amazing
Will update detailed review soon

Must visit place",5,"59 Reviews , 611 Followers",5/18/2019 23:56,21,,"{'food': ['lunch'], 'drink': []}"
Arena Eleven,Bhaskar Roy,"I ordered Chicken Hakka, they gave us Chicken Chowmein absolutely white, blant and tasteless. I complained to the waiter who said thats the way they make it, yet he offered to replace with Chicken Schezwan noodles which I declined, as I wasn't sure to further ruin my taste n appetite. Cocktails were decent, non-veg platter was ok ok, couldn't differentiate between the taste in tikkas. I am grading down to 2 stars only because of the amateur Chowmein served in the name of Hakka.",2,"19 Reviews , 49 Followers",5/18/2019 23:03,0,,"{'food': ['Chicken Hakka', 'Chicken Schezwan noodles'], 'drink': ['Cocktails']}"
Arena Eleven,Ishupandey7,"Nice food , good ambiance and cordial staff. Love to visit here. Nice music along with football matches that keep you engaged and lure to come again and again.",5,"2 Reviews , 3 Followers",5/18/2019 20:23,0,,"{'food': ['Nice food'], 'drink': []}"
Arena Eleven,Anand Abhishek,"Awesome food and nice ambience... good place to hangout with friends on Saturday... Would come back again...

Nice curtsey service by Shuaib and Tsoiya .. thanks",5,"1 Review , 97 Followers",5/18/2019 20:18,1,,"{'food': ['Awesome food', 'Nice ambience'], 'drink': []}"
Arena Eleven,Satish Paruchuri,Amazing food and great place. Enjoyed the music and ambiance. Staff is friendly and they suggest best of their dishes. One of the good sports bar.,5,"1 Review , 13 Followers",5/17/2019 22:53,1,,"{'food': ['Amazing food', 'One of the good sports bar'], 'drink': []}"
Arena Eleven,Anand Patra,Brilliant service and lip smacking food ..... A brilliant choice for any day! :D good calm.ambience with options to see all sports with brilliant projectors. The service should get a special mention as they made sure we are totally comfortable.,5,"1 Review , 170 Followers",5/15/2019 23:04,2,,"{'food': ['lip smacking food'], 'drink': []}"
Arena Eleven,Sarvani Prasad,Paneer starters are aweome ....loved the buffet and mock tails are simply superb...nice place to hangout with family and friends..staff are very welcoming,5,"2 Reviews , 3 Followers",5/14/2019 10:11,0,,"{'food': ['Paneer starters', 'buffet'], 'drink': ['mock tails']}"
Arena Eleven,Jay You,Probably the best way to introduce you friends to arena eleven 19 299 399 299 20 20 20 399 20 20 30 20 20 30 30 30 399 30 30 20 30 30 399 399,5,1 Review,5/13/2019 22:57,1,,"{'food': ['pizza', 'burger', 'fries'], 'drink': ['soda', 'juice', 'water']}"
Arena Eleven,Sai Rahul,This is a place where u can hangout with friends for complete enjoyment the place is of complete happiness filled with food and good sports especially the food is awesome you can have the tastiest food ever in arena eleven and good ambience,5,"1 Review , 1 Follower",5/13/2019 22:51,0,,"{'food': ['tastiest food ever'], 'drink': []}"
Arena Eleven,Ramki.ges,This is one of the best places to chill out with your friends. People can visit this place any time and they can get offers on every order they make. One of the best hangout places to go to.,5,1 Review,5/13/2019 22:04,0,,"{'food': ['chill out', 'friends'], 'drink': []}"
Arena Eleven,SRI RAM,Good place to enjoy the food and the maintenance is soooooooo good. Food and licker service is awesome. I like to vist the place again. Thank you!,5,1 Review,5/13/2019 21:19,0,,"{'food': ['food', 'licker service'], 'drink': []}"
Arena Eleven,Kalyan Naidu,"Great place to hangout, had fun... The food is tasty!
Friendly service and fantastic management!!
Affordable menu and awesome offer list...!!
Overall great experience!!!",5,"3 Reviews , 37 Followers",5/13/2019 21:15,2,,"{'food': ['tasty'], 'drink': []}"
Arena Eleven,Karthik Naidu,"Very nice place to njy the best food and drinks..
Service was very good, And the prices are ultimately best...Out side view is excellent and specially love the kababs..!!
Appreciated..!!!",5,"1 Review , 6 Followers",5/13/2019 21:13,0,,"{'food': ['kababs'], 'drink': []}"
Arena Eleven,Anurag Kashyap,"Arena eleven has a good ambience for a sports bar restaurant. The food is good, bhuna chicken is highly recommended. The manager however is impolite and impatient, very unworthy of a manager.",3,"31 Reviews , 16 Followers",5/10/2019 21:18,0,,"{'food': ['bhuna chicken'], 'drink': []}"
Arena Eleven,Karthik Kumar,"This should be the first place when you want to watch ipl or cricket with your best buddies. Live screening of ipl with good music makes the day.
Cocktails were good . Bartender is helpful with drinks.
Service is good. Recommend definitely.",5,"2 Reviews , 7 Followers",5/9/2019 17:08,0,,"{'food': [], 'drink': ['Cocktails', 'Bartender is helpful with drinks']}"
Arena Eleven,Sandip Sahoo,Had gone there for my birthday with my friends .....the ambience was good .the staff was good ...food was even better .....loved the entire experience 👍👍,5,"2 Reviews , 1 Follower",5/8/2019 16:33,0,,"{'food': ['food was even better'], 'drink': []}"
Arena Eleven,Brajagopal Patra Gopal,"Such a great ambience it had. food is damn tasty. Staff was courteous Service was also good as well. lots of variety in cocktail.
Food - 4/5
Service - 4.5/5
Ambience - 5/5",5,1 Review,5/8/2019 16:29,0,,"{'food': ['tasty'], 'drink': ['cocktail']}"
Arena Eleven,Abhishek Mallick,Fabulous place. Really enjoyed my time here. Good food good cocktails. Amazing ambience and the out side view are awesome. Best place to watch live matches.,5,"4 Reviews , 4 Followers",5/8/2019 15:57,2,,"{'food': ['fabulous place', 'good food'], 'drink': ['good cocktails']}"
Arena Eleven,Sulagna Sen,"Yesterday we went to this place.

Service is very very slow even on a weekday. It took so much time for kababs to come.

Often they say, if you arrive late, make it grand. We hoped the food will be awesome as they might took so much time to prepare it. But alas! the food is disgusting!

Not recommended at all. Go only if you're getting offer like more than 60% off.. Otherwise complete waste of money!",1,1 Review,5/7/2019 18:07,0,,"{'food': ['kababs'], 'drink': []}"
Arena Eleven,Pralay Chakraborty,"Today went to this place. I will be brutality true.. There's a reason why they are giving huge discounts via different booking/table reservation platforms.

Service : very very slow even on a weekday. Seems kitchen is highly understaffed.

Food: Pathetic! I am living in Hyderabad for last 10 years. I haven't had so pathetic kababs here in Hyderabad, like what I got at arena eleven.

Overall a BIG NO. Please don't waste your money here.

1. Ordered fish lemon pepper kabab.. It was too salty.

2. Ordered chicken tikka kabab. You can't even chew the chickn pieces, it was so hard & tasteless.

3. Ordered a mocktail for my wife, it was full of water instead!!",1,"37 Reviews , 27 Followers",5/6/2019 23:53,2,,"{'food': ['fish lemon pepper kabab', 'chicken tikka kabab'], 'drink': ['mocktail']}"
Arena Eleven,Sushree Sarita,"The food here was ok. But the service was worst ever. If you have 3-4hrs free time to spend then come here. The service is slow as sloth. We ordered starters got it after 30min. Then got lunch after an hour. I guess they forget orders after you give them, you have to remind them atleast twice or thrice to get it.",2,"4 Reviews , 19 Followers",5/5/2019 15:36,0,,"{'food': ['ok'], 'drink': []}"
Arena Eleven,The Hungry Indians,"Arena eleven
This place is all about kebabs beer and sports
Located in SLN terminus mall
This place has both indoor and outdoor seating
Outdoor view is beautiful
And they have around 10 screens
After all this place is about sports
.
.
They are serving buffet and a-la-carte
And they are running 50% off during day time
In food we have tried
Chicken kebab platter : 12 kebabs and priced at 540 is very economical
And tasted quite good
.
Veg primevara pizza : lots of veggies topped on thin base loaded with cheese
Tasted great
.
Veg sheek kebab : 👎👎
Has to be fried properly
.
Honey chilli chicken wings : spicy but not so sweet
Served hot 🔥🔥
.
Sizzling chicken tikka biryani : had no expectations on biryani here but it turned out good
And chicken tikka pieces were soft
.
.
In mocktails we tried
Fruit sangria and mango margarita
Fruit sangria is made of cranberry juice and oranges & green apple
Mango margarita is the best mango mocktail we ever had
A must try here
.
In cocktails peach martini was good",4,"109 Reviews , 621 Followers",5/3/2019 15:56,19,,"{'food': ['Chicken kebab platter', 'Veg primevara pizza', 'Honey chilli chicken wings', 'Sizzling chicken tikka biryani', 'Peach martini'], 'drink': ['Fruit sangria', 'Mango margarita', 'Peach martini']}"
Arena Eleven,Tanya Karanjai,"Arena eleven sports bar

IPl is here and whats better way to enjoy it than watching it in a sports bar! There aren't many sports bar around and Arena Eleven is the swankiest ones in town. Located in the SNL terminal , this is the best destination if you are a sports fan.

AMBIENCE (4/5): The seating space is quite big with multiple screens with sports channels playing on every wall and corner. They have a nice wooden furniture which also adds to the asthetics of the place. Beautifully designed restro, Arena Eleven has all glass walls and is perfect to have a city view while munching on your food. They have some good tracks playing which I liked as well.They have indoor as well as outdoor seating.Outdoor seating us just opposite to landscape of trees and was bliss to enjoy it as the rain drops poured down the city.

FOOD AND BEVERAGES ( 4/5) :

You can opt for either ala carte or buffet.The place has both options.

Mocktails and cocktails : In mocktails we had non alcoholic sangria which was the best drink amonst all we tried. This had grape juice , with fresh apple and bartenders mix. Then we tried Mint Julep which was fresh otange wedges with mint,lime and orange juice. It was decent.Zen Zero was the one we tried next which had lemon chunks ,brown sugar ,ginger and fresh mint topped with cola. It was nothing special and was too sweet.Virgin mojito was as it should be.

In cocktails we tried Old Fashioned which had bourbon with sugar and bitters. This one was a little too concentrated and strong for me.next we had Kentucky apple cinnamon which had burbon whiskey infused with apple juice and Cinnamon. It was a delightfull drink.Then was the cucumber cooler which had gin infused with cucumber and sour mix. This drink did not appeal to my taste as was too much of cucumber taste.

Food:

1. Veg manchaow soup : The soup did not appeal my pallate . It was moreovee tasting like rasam than a Chinese soup.

2. Tandoor items : we had some tandoori chicken legs and some chicken tikkas which were really well prepared and chicken quality was also good.

3. Tandoori non veg sizzler : This was a surprise which sizzling mixed tendoori items like chicken tikka , fish tikka .it was absolutely delighfull.

4.Tandoori veg sizzler : This had paneer tikka,veg seekh kabab.the veg seekh kabab was dry and lacked in flavour.

5. Hot wings : The hot wings were sweet to taste where as ,as the name itself suggests it should be hot and spicy. This was a disappointing one

6.Tandoori chicken tandri : Tandoori chicken tandri was tender and juicy and masalas were nicely amalgamated with the chicken peices.

7. Masala Fries : This is a very new concept which I tried for the first time. The masala fries were served with chopped onions.It was really good and we couldn't stop at one or two.

8.Chilli fish : chilli fish was a nicely tossed fish in oriental style.

8. Chicken Tikka Pizza : chicken tikka pizza was absolutely scrumptious toppings. This was a thin crust pizza with indianised way of toppings and pizza sauce. The crust though was too hard and felt as if not freshly baked.

9. Chicken seekh kabab : I absolutely loved the seekh kababs which had a nice flavours of soices coming through.

10. Veg seekh kabab : the veg seekh kqbabs felt dry and lacked flavours.could be better.

11. Chicken green curry and steamed rice : the chicken green curry was absolutely divine to eyes. The consistency was also creamy. The taste though was slightly to the sweeter side which dint give the balanced flavour.

12. Chicken tikka biryani ( from the buffet) : absolutely yummy this biryani was the one eveeyone has there eyes on from the veey beginning. The hot steaming biryani was spicy and the lipsmacking tikkas along gave a nice taste overall.

DESSERTS

1. Gajar ka halwa : I absolutely loved the gajar ka halwa. Warm halwa just melted in the mouth and with the icecream along ,it felt divine.

2. Kheer : the kheer was also nice and gave a cery homely taste.

The place is really nominal with good food. With this rate charged and the sports add on it provides,this place is absolutely recommended.",4,"44 Reviews , 133 Followers",5/1/2019 21:54,10,,"{'food': ['Veg manchaow soup', 'Tandoor items', 'Tandoori non veg sizzler', 'Tandoori veg sizzler', 'Hot wings', 'Tandoori chicken tandri', 'Masala Fries', 'Chilli fish', 'Chicken Tikka Pizza', 'Chicken seekh kabab', 'Chicken green curry and steamed rice', 'Chicken tikka biryani (from the buffet)'], 'drink': ['Mocktails', 'Cocktails']}"
Arena Eleven,Mohammed Masih Uddin (Hyderabadi Food Therapy),"Arena Eleven - A Sports bar which is located at Kondapur at Level 3 in SLN terminus has got varieites of Kebabs and buffet system. Coming to the amibence - They have got 2 big screen's for live sports screening, They have got good music which is not loud (pretty impressive). Staff is very friendly. The waitress who attended us has been very kind to us and made sure that everything was perfect for us. They have got indoor and outdoor seating as well. And i must say outdoor seating will give you a very beautiful view on sunset time. This is a pocket friendly restaurant with a friendly staff

Now coming to the main stuff (FOOD)
, we had :-

Chicken kebab Platter

Pizza primavera

Veg seekh kebab

Honey chilli chicken wings

Sizzling chicken tikka biryuani

Mint julep

Virgin pinacolda

Fruit smash

Peach margarita

Fruit sangarika (Non alcoholic drink)

Virgin mango margarita

taste - 4/5

ambience - 5/5

service - 5/5",4,"56 Reviews , 128 Followers",5/1/2019 16:06,17,,"{'food': ['Chicken kebab Platter', 'Pizza primavera', 'Veg seekh kebab', 'Honey chilli chicken wings', 'Sizzling chicken tikka biryuani', 'Mint julep', 'Virgin pinacolda', 'Fruit smash', 'Peach margarita', 'Fruit sangarika (Non alcoholic drink)'], 'drink': ['Virgin pinacolda', 'Fruit smash', 'Peach margarita', 'Fruit sangarika (Non alcoholic drink)']}"
Arena Eleven,Mohit Gupta,"Yesterday,I went with my friend to arena eleven. Best thing was ambience and atmosphere. Service was damn slow. Even bill takes half an hour. We have ordered Pizza and Manchurian. Waiter forget our Manchurian. But taste was good. Overall, Food was good. We ordered 1 pint of beer and 3 30mL whiskey. Sadly, IPL match washed out. Food and drinks are quite reasonable price. All this cost 942 after dineout offer. My overall experience was good. Hope to experience better service next time.",4,"6 Reviews , 20 Followers",5/1/2019 10:48,0,,"{'food': ['Pizza', 'Manchurian'], 'drink': ['1 pint of beer', '3 30mL whiskey']}"
Arena Eleven,Akshay,"Was here few days back. The place was so busy and full. Had to wait a few minutes to get a table.

Staff were friendly and patient, got a table we requested.

Coming to the food ordered Chicken Nasheman Tikka, Stuffed Tangdi Kebab and Fish Tikka for starters. All tasted good. Tried Pina Colada Mocktail which was fine but don't go with spicy food.For Maindish we were suggested to take Sizzling Chicken Tikka Biryani and was tatsy as suggested.
Ambaince was good with outdoor and indoor seating.

P.S. They may take quite a time for the dishes but don't get frustrated just sit back and enjoy the IPL screening on all the walls. Good thing is that you don't have to turn your head.",4,"64 Reviews , 104 Followers",5/1/2019 9:29,5,,"{'food': ['Chicken Nasheman Tikka', 'Stuffed Tangdi Kebab', 'Fish Tikka', 'Sizzling Chicken Tikka Biryani'], 'drink': ['Pina Colada Mocktail']}"
Arena Eleven,Javed Mohammed (The Food GlanZer),"Arena Eleven, an sports bar with the theme menu of kebabs and beer with live screening of sports every day. Located in the sln terminus mall in level 3, cozy ambience well set up of giant screens and LED screens all over the restaurant as you cannot miss any single action of your sorts while eating the delicious kebabs and sizzlers. A pocket friendly restaurant with awesome food menu.

I have been there on multiple times once with a friend and also by a invite. Both of my experiences are much better then the before one.

My favorites at Arena eleven are the kebab sizzling platters, the assorted sizzling platters are so succulent and tasty with the hot sizzle.

I Love the chicken pizza the thin crust and the toppings are really good.

Thai Green Curry with steam rice are one of my favorite, but just they need to be little consistent.

Chicken tikka biryani is the USP of arena eleven menu, it's really too good in taste and the quality.

I had the best non alcoholic Sangria here. It was the best so far, must try this.

Arena eleven has very good and economical lunch buffet, the spread is much worth at price of Rs: 550/-

Rice kheer is my favorite in desserts.",5,"251 Reviews , 2199 Followers",4/30/2019 23:46,10,,"{'food': ['Kebab Sizzling Platters', 'Assorted Sizzling Platters', 'Chicken Pizza', 'Thai Green Curry with Steam Rice', 'Chicken Tikka Biryani', 'Non Alcoholic Sangria', 'Rice Kheer'], 'drink': []}"
Arena Eleven,Bharti Mehta,"Visited Arena 11 for a Sunday Branch. It was Easter Sunday and the place was packed. Also, since the IPL season is on, this sports themed restaurant was on our visit list.

The have Sunday Buffet Brunch and the menu is very compact but most of the items in buffet were delicious. Though the presentation can be improved alot.

We also tasted their ala carte menu, a few of the items were good but their isn't much consistency with their dishes.

At once it will be amazing but the other time it can be below par.

Lemon Pepper Fish Tikka, Honey Chilli Chicken Wings and Tangri Kebab were served.

The Lemon Fish Tikka and Tangdi Kebab were good but Honey Chilli Chicken Wings were too sweet for my palate.

The Sizzling Veg Tikka Platter and Masala Fries were good.

In buffet, the Chicken Curry and Murg Makhani stood out.

Also gajar ka halwa in desserts was great.

I suggest them to add some more variety for desserts",3,"84 Reviews , 387 Followers",4/30/2019 20:26,0,,"{'food': ['Lemon Pepper Fish Tikka', 'Honey Chilli Chicken Wings', 'Tangri Kebab', 'Sizzling Veg Tikka Platter', 'Masala Fries'], 'drink': []}"
Arena Eleven,Kamran Hussain Khan (Intensefoodcravingsblog),"Arena Eleven is a sports bar ,located at the plush and financial province of Hitec city .There is plenty of seating both indoor and outdoor. The menu is extensive. There is plenty of waitstaff. Our waitress frequently stopped by to make sure we were satisfied, and refilled soda and water drinks without being requested to.
We say outside seating gives you are brief view of the surrounding areas and the view is simply beautiful playing. The music selections were good, but not too loud.
The portions were very generous. .
There are many TV screens for sports viewing indoor, and even a few outdoor.
An overall good atmosphere..They have a buffet and alacarte kind of system here ..upon ourvisit here we tried their buffet and ordered few delicacies from their Alacarte menu as well ..the food the drinks everything was on point .one can surely enjoy this place at any time of the day .as this place is a sports bar as such the reservation is recommended during any sport featurings .do head to this place if you are a sports buff and if yournt one as you will have a great time at this place

Food-4/5
Service-4/5
Ambience-4/5
Value for Money-4/5",4,"73 Reviews , 896 Followers",4/30/2019 19:08,27,,"{'food': ['buffet', 'alacarte'], 'drink': []}"
Arena Eleven,Richa Mundhra,It serves only kebabs. The ambience is nice but the service is very delayed. The offers are good related to meal options. Can work more on music and service.,3,"126 Reviews , 2458 Followers",4/30/2019 15:16,0,,"{'food': ['kebabs'], 'drink': []}"
Arena Eleven,Nayan Saha,What to say...one of the worst restaurant in town. Real slow service. No management. No proper place to sit. Worst of all poor customer service. I was a regular visitor bt now the treatment I got makes me not to go again. I also had a corporate party scheduled yesterday trusting there service. But after taking money they didn't provide a table. My team stood there for almost 50mins. Later we were forced to walk out. They did refund the money bt had to go through alot before getting it back. Guys there are lot of good places for watching IPL. This is a shit place...u will end up destroying ur day. Pls refrain from going to this place.,1,"4 Reviews , 2 Followers",4/27/2019 16:32,0,,"{'food': ['slow service', 'no management', 'poor customer service'], 'drink': []}"
Arena Eleven,Yash Kumar Singh,"It's during this time of the year where the cricket fanactics are on a lookout for places offering sports screenings and feel almost heartbroken not to find any dedicated sports bar in town. But not to worry as Arena Eleven's here to woo the same crowd, with their delightful sports-themed decor offering big-screen match telecasts for sports and all that coming with a beautiful rooftop ambience. Located at Level 4 of SLN Terminus Mall in Gachibowli, the tagline for the place is ""Kebabs, Beers & Sports"" each of which is incorporated in the menu as well as the setting quite aptly.

The menu for the place is particularly compact, serving only a selective few Indian and Oriental preparations both in vegetarian as well as non vegetarian diets. Sampling their vegetarian appetizer from the a'la carte section, we ended up calling for their Sizzling Veg Tikka Platter and Masala Fries both of which turned out to be pretty good. The platter came with 3 different tikkas of our choice, namely Veg Shami, Peri Peri and Lemon Pepper Paneer Tikka on a sizzling hot plate with onions on the base. Veg Shami was something that was absolutely mindblowing with a hint of heat both from chili and pepper with the perfectly soft texture. Masala Fries was just a Indianized version of loaded fries with the crisp potatoes sauted in with onions, ginger and garlic which worked as a good accompaniment for the drinks.

Non vegetarian section had some really nice dishes including the Tangri Kebab, Lemon Pepper Fish Tikka and Honey Chili Chicken Wings which were just perfect for a setting of this kind. My personal favourite was their Lemon Pepper Fish however, for the juicy and succulent fish chunks giving that lipsmacking balance of citrus and heat from the lemon juice and black pepper marination. Honey Chili Wings too were pretty good as a finger food having crispy fried wings tossed in a sticky sweet honey chili sauce, probably the best candidate to be had along with a couple of chilled beers. Disappointing was their Chili Fish however which had no flavour whatsoever - bland pieces of fish with the coating sauce containing just chili without any seasoning. The kitchen should probably revisit the recipe and take care in seasoning the fried fish with some salt and pepper.

Running a buffet on weekends, the place offers a beautiful selection of mains to the diners having a variety of Indian options to choose from. Each of the diets had two curries on offer with a choice of breads and rice, where the non vegetarian sect had Chicken Curry and Murg Makhani along with some delectable Chicken Tikka Biryani. After the disappointment in the starters, it almost came as a surprise how good both the mains were. Chicken Curry had the home style onion base with juicy boneless chicken bites added, going absolutely well with some hot Tandoori Rotis. Same was the case with Murg Makhani as well however it had a bit too much of sweetness for my taste. Trying out their Chicken Tikka Pizza from the a'la carte section turned out to be a disaster as the puffy base seemed to be store bought and stale, which definitely didn't justify the price tag for the same. The dessert options too gave little to choose from where we went for the Gajar ka Halwa and Rice Kheer both of which were plain simple average.

The service too wasn't any exemplary as the staff almost at all times paid no heed to the diners calling them out for help. Getting even a glass of water turned out to be a huge task, however on multiple complaints the restaurant manager did mend things well. The kitchen deserves appreciation for sending out dishes fast into the dining room however in the pace, they almost always lacked consistency. The dishes we ordered at the start of the meal when again called, brought something entirely different and dreadful on a plate. All in all, if the place provides a run-of-the-mill menu with a some good dishes but lacking the consistency to deliver entirely.

instagram.com",3,"243 Reviews , 3418 Followers",4/25/2019 10:44,15,,"{'food': ['Sizzling Veg Tikka Platter', 'Masala Fries', 'Tangri Kebab', 'Lemon Pepper Fish Tikka', 'Honey Chili Chicken Wings', 'Chicken Curry', 'Murg Makhani', 'Chicken Tikka Biryani', 'Chicken Tikka Pizza'], 'drink': []}"
Arena Eleven,Vasanthi Singampalli,"Arena Eleven, nestled in SLN Terminus, Gachibowli, is a sports-themed bar and restaurant with live screenings all around. With two large screens and three televisions, no matter where your table is, you will be able to catch all the sporting action. During the day, the clarity of the large screens is lower, because of the bright light from the glass panes. The best part of the outdoor seating section is that it is located just beside the botanical garden with a sumptuous view of the green cover. Perfect to enjoy the cool breeze, watch a match and hang out with friends. 
 The bar menu offers an extensive range of classic cocktails with a good variety of imported spirits and liqueur. They serve a widespread buffet with an array of mains. The starters will be served to the table.
In the starters, we tried the Sizzling tikka platter which consists of Chicken Tandoori, lemon pepper Chicken, Tangdi Chicken, Paneer Tikka, Veg Seekh Kabab and Fish tikka. Tangdi Chicken made a perfect starter, soft and succulent chicken legs coated with a host of spices and grilled to perfection. Fish Tikka was melting in the mouth with good flavors. In veg, don't miss out in Paneer Tikka. It was so soft and properly cooked with the right amount of spices infused. Veg Seekh Kebab was good when we had it for the first time. But when ordered for the next time, it was very dry.
Apart from the Tikka platter, we tried Chicken 65, Honey chili wings, salt and pepper prawns, chili fish and Masala Fries. I loved all of them.

In the main course, from the buffet, they have two non-veg curries and two veg curries and assorted bread. Curries tasted delightful with rich gravy and spices on point. Ordered and tried their Thai Veg curry, which disappointed me, as it was too sweet. Chicken Tikka Biryani is a hit, It was as tasty as it looks. It was very different from the regular Hyderabadi Biryani yet very delicious. 
Tried the Butter Chicken Masala Pizza. Though the toppings were great, the pre-baked base which they used dropped the taste.

From desserts, they have Gajar Halwa and Rice Kheer. Tasted Ok-ish , not so great.

Drinks need some improvements, as some are very sweet.

If improved on the glitches in the food and drinks, its a great place to Eat, drink, socialize and watch your favourite sports live.",4,"78 Reviews , 181 Followers",4/24/2019 13:15,27,,"{'food': ['Chicken Tikka Biryani', 'Chicken 65', 'Honey chili wings', 'Salt and pepper prawns', 'Chili fish', 'Masala Fries', 'Chicken Tikka Biryani', 'Chicken 65', 'Honey chili wings', 'Salt and pepper prawns', 'Chili fish', 'Masala Fries'], 'drink': ['Thai Veg Curry', 'Chicken Tikka Biryani', 'Chicken 65', 'Honey chili wings', 'Salt and pepper prawns', 'Chili fish', 'Masala Fries', 'Chicken Tikka Biryani', 'Chicken 65', 'Honey chili wings', 'Salt and pepper prawns', 'Chili fish', 'Masala Fries']}"
