Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514,ner_results
Sardarji's Chaats & More,Sanjay Yadav,I have been visiting/ordering from this place for over 2 years now. Chaats here used to be amazing but the quality these days has gone down.,3,"1 Review , 1 Follower",4/1/2019 9:28,0,,"{'food': ['Chaats'], 'drink': []}"
Sardarji's Chaats & More,The Foodie Bookworm,"I love the gol gappe here, At Hyderabad the gol gappe are different they add dal in it where as I am used to masala aloo filling. And they provide it best in Gachibowli.",4,"108 Reviews , 242 Followers",4/1/2019 0:55,0,,"{'food': ['gol gappe', 'masala aloo'], 'drink': []}"
Sardarji's Chaats & More,Shalu Singh,"If you are craving for a chaat you must visit this place. I tried karara palak chaat, dahi poori and paani poori. Its not as good as we have it in north but definitely a must try.",4,"25 Reviews , 40 Followers",3/31/2019 14:50,0,,"{'food': ['chaat', 'karara palak chaat', 'dahi poori', 'paani poori'], 'drink': []}"
Sardarji's Chaats & More,Richa,"I ordered Aloo methi paratha and I'm it was awesome just feel lik I'm eating ghar ka khana its yummy😍😍
Previously also I have ordered from this restaurant and the food is so good. I think people should go there and have food its really good👍😇😇😇",5,"15 Reviews , 109 Followers",3/29/2019 11:01,1,,"{'food': ['Aloo methi paratha'], 'drink': []}"
Sardarji's Chaats & More,Sonali Joshi,"The food is delicious from this place. Very meticulous packaging. I've tried pav bhaji, chole bhature, and almost all the snacks the place has to offer. Reasonable prices and good food quality. I'd definitely recommend this place to try for various chaats and snacks.",5,1 Review,3/29/2019 2:25,0,,"{'food': ['pav bhaji', 'chole bhature', 'snacks'], 'drink': []}"
Sardarji's Chaats & More,Khushboo Pandey,"I had food from this place many times. I was glad when I found north indian chat in hyderabad. Its not that good as we can have in north but still a good chat place as compared to others (whatever I know).
Quanity:5/5
Quality: 4/5
Packaging : 5/5
Delivery 5/5",4,"59 Reviews , 42 Followers",3/24/2019 23:01,1,,
Sardarji's Chaats & More,Venkat Mahesh,"Lods of Lods of Lods of Food..!

Are you veg. lover, then it will be like paradise for you. They server many varities of Kulcha, Paratha, Vada pav, Sand wich  & Chats. Loved Aloo kulcha and Dal makhani like hell. Paratha and Vada pav are yummy. We have Mixed Veg Paratha and the taste was good with many veggies in it. Vada pav was considerable (nothing can beat Mumbai's vada pav). Had Lemon juice but didn't like that, we have opted for this as there is no Lassi point in time. Over all good food with good price.",4,"49 Reviews , 133 Followers",3/24/2019 21:13,2,,"{'food': ['Aloo kulcha', 'Dal makhani', 'Paratha', 'Vada pav'], 'drink': ['Lassi']}"
Sardarji's Chaats & More,Shikha,good delivery,5,"2 Reviews , 1 Follower",3/20/2019 20:21,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
Sardarji's Chaats & More,Vipul (Coffee Lover),Have been eating in Sardarji's from a long time but now I feel they have lost the taste in their food. Nothing is good not even chat. Will have to look out for another option in Hyderabad for good chat.,2,"39 Reviews , 49 Followers",3/14/2019 22:24,0,,"{'food': ['sardarji', 'food'], 'drink': []}"
Sardarji's Chaats & More,Ritika Shrivastava,"Amazing chaat and street food just like back in North. The taste and hygiene is awesome, which is why this place is in my list when it comes to street food. Their chats are delicious. I'd ordered pav bhaji, sev puri and vada pav. All was yummy, will recommend this place to anyone who is fond of North Indian food.",4,"33 Reviews , 145 Followers",3/14/2019 20:41,0,,"{'food': ['pav bhaji', 'sev puri', 'vada pav'], 'drink': []}"
Sardarji's Chaats & More,Shalini Mukherjee,"Sardaarji's Chaats & More serves really good punjabi food. If you want reasonable and tasty punjabi food, this place is a really good option in and around Gachibowli. As the name suggests, they have amazing chaats.

I have tried parathas from a lot of places in Gachibowli. And found the perfect places for parathas! But this place not only has tasty parathas, but the price is also very reasonable. The only problem is the packaging. It's not horrible. You can work with it. But comapared to a lot of other places, it is not that great.

Aloo paratha combo had two big parathas, pickel, raita and onions. It was delivered hot and fresh! Papadi with dahi was delicious! The curd was smooth and creamy, not at all sour, and had a tangy sauce added in it. The papadis were very crispy and crunchy. It was topped with green chutney.
The quantity of the chaat isn't a lot. So, if you're really hungry, maybe order two of these or order something else with it.
I'll definitely try their other chaat options soon!

Since, I never visited this place, can't talk much about the hygiene of this place! But overall, the experience was good.",4,"20 Reviews , 41 Followers",3/14/2019 0:16,1,,"{'food': ['parathas', 'aloo paratha combo', 'papadi with dahi'], 'drink': []}"
Sardarji's Chaats & More,Theavantgard,"In plain simple words overhyped. Very greasy and oily and bland taste. Order chole bhatire, mix veg kulcha, daal makhani and aloo tikki. Everything was very poor in taste. Better to put some effort and visit Bikanerwala in jubilee hills.",1,2 Reviews,3/12/2019 21:18,0,,"{'food': ['chole bhatire', 'daal makhani', 'aloo tikki'], 'drink': []}"
Sardarji's Chaats & More,Mudit Kejriwal,"Not the place if you belong to northern India. No doubt, the hygiene is well maintained but food is not as delicious as I expected it to be. Service is quick though. Also they dishes are quite overpriced.",3,"80 Reviews , 394 Followers",3/10/2019 15:25,0,,"{'food': ['dish'], 'drink': []}"
Sardarji's Chaats & More,Swati Tiwari,world class tasty,5,1 Review,3/9/2019 22:12,0,,"{'food': ['pasta', 'steak', 'salad'], 'drink': ['wine', 'beer', 'soda']}"
Sardarji's Chaats & More,Naveena Sombhatla,"Maybe all these 4 and 5 star reviews are paid ones. Ordered aloo paratha... First of all quality of the food is bad. Bad odour from raita and then instead of sending pickle, they sent something where I can only see mirchis but no pickle.",1,"2 Reviews , 1 Follower",3/9/2019 20:33,0,,"{'food': ['aloo paratha'], 'drink': []}"
Sardarji's Chaats & More,Tejas Lad,"The chaat that this restaurant offers is amazing and never ate such delicious sev-puri ever in Hyderabad.. amazing taste, satisfying quantity... Chaat lovers must try ❤️",5,"1 Review , 2 Followers",3/3/2019 19:26,0,,"{'food': ['sev-puri'], 'drink': []}"
Sardarji's Chaats & More,Gondi Kavinder Reddy,"Went two three times after that decided to give the rating 5. 
What ever the item I consumed are very tasty. Like paneerbutter masala, aloo paratha, paneer kulhca, samosa ragada, chole batura. Not enough place, packed with people, still delivering the orders in time is good. Overall you can visit this place.",5,"28 Reviews , 64 Followers",3/1/2019 17:04,0,,"{'food': ['paneerbutter masala', 'aloo paratha', 'paneer kulhca', 'samosa ragada', 'chole batura'], 'drink': []}"
Sardarji's Chaats & More,Cadeepthichowdary.raavi,"Its simply awesome ... one of the best places in gachibowli to have proper delicious authentic north indian chat items... the real chat palace... i don’t think anyone would get disappointed with the food here ...

Nice place to go in the evenings and have something tasty like kachori, pav baji , dahipuri , vada pav etc etc ... i would highly recommend everyone to taste food here 👍",4,"22 Reviews , 10 Followers",2/26/2019 15:25,0,,"{'food': ['kachori', 'pav baji', 'dahipuri', 'vada pav'], 'drink': []}"
Sardarji's Chaats & More,Tania Sahu(Mrsfoodieglobetrotter),"It was too good. We ordered bhelpuri, dahi papri and aloo tikki with chutney. I must admit three of them were equally good. The dahi papri was sweet n tangy,, bhelpuri was well balanced with spices and lot of shev and finally aloo tikki with dhaniya chutyney was tangy and spicy in a balanced way .With well balanced spices and awesome taste this place stole my heart.

atoneplaceonline.com",5,"85 Reviews , 191 Followers",2/22/2019 20:16,3,,"{'food': ['bhelpuri', 'dahi papri', 'aloo tikki'], 'drink': []}"
Sardarji's Chaats & More,Foodie On Wheels...,"We tried aloo tikki with dahi. Although it was not bad, but it was not like authentic Delhi side aloo tikki.
I will definitely try other dishes here.",4,"129 Reviews , 482 Followers",2/18/2019 20:44,1,,"{'food': ['aloo tikki', 'dahi'], 'drink': []}"
Sardarji's Chaats & More,Rahil Nyk,"Yesterday I ordered chole bhature and tawa butter pav bhaji. Chole were lip smacking. It's a must try for all. Pav bhaji was a bit of disappointment. The quantity of bhaji was less and taste was just average. That's why I deducted 1 star. But, chole !!! Definitely deserves the rest 4 stars :-)",4,"3 Reviews , 52 Followers",2/15/2019 10:14,1,,"{'food': ['chole', 'bhature', 'tawa butter pav', 'bhaji'], 'drink': []}"
Sardarji's Chaats & More,Chaitanyabankuru02,"Food had no flavour , doesn't have any flavour of authentic punjabi food food is too plain..would not recommend this even as last resort ... Try to",1,"2 Reviews , 4 Followers",2/10/2019 23:56,0,,
Sardarji's Chaats & More,Gurpreet Singh,The food is great but they can improve on the ambience. Especially liked the golgappe and chaat. Though ordering food online was not a great experience. Once I recieved incomplete order while other time packaging of chaat wasn't great.,4,"6 Reviews , 1 Follower",2/10/2019 20:24,0,,"{'food': ['golgappe', 'chaat'], 'drink': []}"
Sardarji's Chaats & More,Suraj Shenoy,I had tried the paneer kulcha combo and aloo tikki. It was delicious and their chole is the best. Price is very reasonable and delivery is also good.,4,"119 Reviews , 598 Followers",2/9/2019 16:02,2,,"{'food': ['paneer kulcha', 'aloo tikki'], 'drink': []}"
Sardarji's Chaats & More,Sri Bhavya,"Ordered paav bhaji chole bhature and papdi chat!
But they forgot to deliver the chat!I was a bit disappointed by that.But the taste was good.",3,"14 Reviews , 3 Followers",2/9/2019 12:26,0,,"{'food': ['paav bhaji', 'chole', 'bhature'], 'drink': ['papdi chat']}"
Sardarji's Chaats & More,Sumit Sharma,"I ordered paneer butter masala, paneer quality is best but gravy is not tasty.",3,3 Reviews,2/2/2019 21:52,0,,"{'food': ['paneer butter masala', 'paneer quality'], 'drink': []}"
Sardarji's Chaats & More,Yashasvi Rao,missing cutlery,4,"7 Reviews , 1 Follower",1/31/2019 19:03,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
Sardarji's Chaats & More,Khana With NA,"I ordered Paneer Butter Masala with one Butter Naan and Lachha Paratha And my all-time favorite Punjabi Chole Bhature.

Chole Bhature was yummy. Paneer Butter Masala was not that great in comparison of Chole Bhature.",4,"19 Reviews , 19 Followers",1/31/2019 12:25,2,,"{'food': ['Chole Bhature', 'Paneer Butter Masala'], 'drink': []}"
Sardarji's Chaats & More,Pavan Rishit Meka,"This restaurant is famous for quick bites and street food. It is located in Indra Nagar, Gachibowli which is the most accessible place for techies in Hyderabad. This place is little congested and hygiene is not well maintained.

We get all kinds of street food like Chaat, Pav bhaji, Paratha, Chole bhature, Rajma Chawal etc. We had chole bhature and this was the best that I had in the recent times. If you want, you can get extra chole curry. And the butter milk and Lassi here has the Punjabi essence in it. You will be full after having one plate of chole bhature along with Butter Milk/Lassi.

If you're in search of proper north Indian snacks or street food, do visit and try food from this restaurant. The cost in this restaurant is very affordable. For the quality and taste of the food it serves you will feel that the prices are very reasonable.",4,"64 Reviews , 540 Followers",1/27/2019 4:28,1,,"{'food': ['Chaat', 'Pav bhaji', 'Paratha', 'Chole bhature', 'Rajma Chawal'], 'drink': ['Butter Milk', 'Lassi']}"
Sardarji's Chaats & More,Amit Chaurasia,"Delivery by Zomato by quick! They have removed Sandwiches from their menu. Some of the food items are priced high. Overall good experience.
Chole Bhatoore (5/5)

Chole Bhatoore were amazing. Do eat those bhatoore at the outlet itself.",5,"1 Review , 1 Follower",1/26/2019 18:03,0,,"{'food': ['Chole Bhatoore'], 'drink': []}"
Sardarji's Chaats & More,Namit Agarwal,"Sardarji's gives you a feel of North Indian chat and Chole bhatoore outlets. They have that similar arrangement outside where everyone have to stand and enjoy their chat,pav bhaji,chole bhatoore on high tables.

I recently visited Sardarji's and tried lot of items of it

Gol Gappe (3.5/5)
Gol gappes were good but the Paani can be made more tangy.They only have one varieties of Paani,and of you want to slightly sweeter version then they will include the red chutney in it.

Aloo Tikki (4/5)
Aloo Tikki was very good. Red and green chutneys were perfect.

Samosa (4/5)

Chole Bhatoore (5/5)
Chole Bhatoore were amazing.Do eat those bhatoore on the outlet itself and the essence is destroyed of you order them at home.Choles are also very tasty.

Looking forward to try more of their items.Their Naan size was huge and other items looked very tempting.

Must visit place if you want to enjoy some tasty chat,chole Bhatoore and that too at a very affordable price.",4,"179 Reviews , 1877 Followers",1/22/2019 1:19,0,,"{'food': ['Aloo Tikki', 'Samosa'], 'drink': []}"
Sardarji's Chaats & More,Komal Pahuja,Taste not good as expected. Ordered a dahi papdi chaat but not worthy. Taste not good as expected. Ordered a dahi papdi chaat but not worthy.,1,"2 Reviews , 1 Follower",1/15/2019 17:56,0,,"{'food': ['dahi papdi chaat'], 'drink': []}"
Sardarji's Chaats & More,Pramod Kumar,"Chat section is awful...very bad

Ordered aloo tikki chat...dahi tikki chat...and papdi chat.....got messy papdi and spoild food.

Taste was very bad...shitty

It was like cheating...a customer who paid u..",1,"7 Reviews , 45 Followers",1/14/2019 20:23,0,,"{'food': ['aloo tikki', 'dahi tikki', 'papdi chat'], 'drink': ['dahi tikki', 'papdi chat']}"
Sardarji's Chaats & More,Foodieyo,Food here is decent for the price paid. Paneer paratha was awesome and huge. Could easily fulfill even when one is very hungry. Tried others like paneer butter masala didn’t like it that much.,4,"47 Reviews , 193 Followers",1/12/2019 11:21,1,,"{'food': ['Paneer paratha', 'Paneer butter masala'], 'drink': []}"
Sardarji's Chaats & More,Yashasvi Rao,"no cutlery, no seal on the box, poor packing.",2,"7 Reviews , 1 Follower",1/10/2019 18:28,0,,"{'food': ['chicken', 'rice'], 'drink': ['water']}"
Sardarji's Chaats & More,Sachinagarwal1995,"A very good chaat and snacks stop, reminds me of north Indian street chaats taste, and am a regular customer here now, especially of papadi chaat, worth a try and you will love it 👍",4,"1 Review , 1 Follower",1/5/2019 20:19,0,,"{'food': ['chaat', 'snacks', 'papadi chaat'], 'drink': []}"
Sardarji's Chaats & More,Manoj Muppasani,"I have been here many times. I like the food. But never order food online you'll get very cold food( inspite of instructions) to name a few samosa's, veg biryani! etc.. you'll definitely regret.",2,"5 Reviews , 1 Follower",1/5/2019 19:00,0,,"{'food': ['samosa', 'veg biryani'], 'drink': []}"
Sardarji's Chaats & More,Gaurav Kumar,"Sardarji's chaats and more is synonymous with the typical street food in Delhi and is nostalgia served in a plate all over (for people who have for any point of time savored on the street food in delhi).

The sandwiches, especially the samosa grilled one is a unique concept and tastes incredibly awesome. The dahi bhalla, dahi papdi's are good too. 
However, off late i get the dishes home delivered most of time time via zomato and there are fluctuations in the food.

Another complaint i had with them are their parathas, they are bad, polar opposite to their chaat dishes. I would never recommend anyone ordering paratha's from this place and I tried twice and on occasions they were under stuffed and undercooked. This is the reason I have rated them as 3 out 5.",3,"50 Reviews , 326 Followers",1/1/2019 21:20,0,,"{'food': ['samosa grilled', 'dahi bhalla', 'dahi papdi'], 'drink': []}"
Sardarji's Chaats & More,Rahul Dogra,Better to take away or ask for delivery. Cost is fine but the taste is the specialty. North Indians can find their taste and dishes being rediscovered here.,5,"10 Reviews , 93 Followers",1/1/2019 18:11,0,,"{'food': ['dish'], 'drink': []}"
Sardarji's Chaats & More,Saurabh,"The perfect north food with perfect Punjabi taste. From the chaat to bhature. All the items are good. If you are looking for North-Punjabi dish, Order. You'll love it.",5,"8 Reviews , 1 Follower",1/1/2019 14:18,0,,"{'food': ['chaat', 'bhature'], 'drink': []}"
Sardarji's Chaats & More,Swati Swapna Nayak,Testless food.nan are almost burnt.don't like the food at all.the paneer butter masala tests like sumber.they have send tadka in place of dal makhni.totally wastage of money.,1,"2 Reviews , 1 Follower",12/29/2018 22:18,0,,"{'food': ['paneer butter masala', 'sambar'], 'drink': []}"
Sardarji's Chaats & More,Vikashtiwary1991,Awesome food . I tried chat and samosa and it is one of the best in Hyderabad. Must try and zomato provide the facility to order online which adds to your likings,5,"24 Reviews , 25 Followers",12/29/2018 19:18,0,,"{'food': ['chat', 'samosa'], 'drink': []}"
Sardarji's Chaats & More,Vicky,I received wrong order..i tried to contact with restaurant but they didn’t received the call...this is the worst experience ever i ordered online,1,1 Review,12/21/2018 22:37,1,,"{'food': ['I', 'received', 'wrong', 'order'], 'drink': []}"
Sardarji's Chaats & More,Pavan,Excellent taste,5,"1 Review , 1 Follower",12/19/2018 17:47,0,,"{'food': ['chicken', 'rice'], 'drink': ['water']}"
Sardarji's Chaats & More,Inner World Of A Super Foodie,"I went to the Himagiri Hospital and when I came out of there I really felt hungry, and so my sister suggested that we should go to this place as this place serves excellent Punjabi Food... I ordered Chole Bature and lassi... Trust me the type of lassi which I had over there, I had exactly that kind only in Punjab and nowhere else... The Chole Bature too was delicious...
But I didn't like the ambiance... Just try to work on that... Otherwise Everything is upto the mark...

Ambiance-2.5/5
Food-5/5
Service-3.5/5",3,"139 Reviews , 259 Followers",12/18/2018 19:23,1,,
Sardarji's Chaats & More,Ashita Agarwal,If you are from north and you miss its chat then this place is a must visit for all chat lovers. They have tastiest samosa chat and bhel puri and their pani puri is so so amazing.,4,"13 Reviews , 24 Followers",12/18/2018 17:32,0,,"{'food': ['samosa', 'bhel puri', 'pani puri'], 'drink': []}"
Sardarji's Chaats & More,Suraj,We ordered samsa chola kulcha chola and sandwichs The taste quality is too much low I did not eat this type of quality food from different restaurant...worst taste and worst quality I ever had .....,1,"3 Reviews , 1 Follower",12/13/2018 18:33,0,,"{'food': ['samsa chola kulcha chola', 'sandwich'], 'drink': []}"
Sardarji's Chaats & More,Abhishek Singh,This the the beat place to have real #punjabi food. The taste and aroma of delicious food is juat mouth watering. You will not regret any single time to eat here.,5,"2 Reviews , 1 Follower",12/11/2018 14:12,0,,"{'food': ['food', 'taste', 'aroma', 'delicious', 'food'], 'drink': []}"
Sardarji's Chaats & More,Atul Kumar Kushwaha,"Nice taste of north indian chaat, rahi bhalle and chole bhature. Chole bhature is one of the favourite for us. Most of the time ordered from here specially for that.",5,"20 Reviews , 54 Followers",12/10/2018 17:28,0,,"{'food': ['nice taste of north indian chaat', 'rahi bhalle', 'chole bhature'], 'drink': []}"
Sardarji's Chaats & More,Shilpi Rani,roti nd nan both u gave me without butter nd i ordered with butter...nd both are burnt. even paneer curry quantity was too less man..no1 can eat a single chapathi with that...nd panner pieces were in burnt condition.,1,"5 Reviews , 2 Followers",12/9/2018 23:00,0,,"{'food': ['roti', 'paneer curry', 'chapathi'], 'drink': ['nd', 'nan', 'butter', 'u', 'i', 'ordered', 'with', 'butter', 'nd', 'i', 'ordered', 'with', 'butter', 'nd', 'both', 'are', 'burnt', 'even', 'paneer curry', 'quantity', 'was', 'too', 'less', 'man', 'no1', 'can', 'eat', 'a', 'single', 'chapathi', 'with', 'that', 'nd', 'panner', 'pieces', 'were', 'in', 'burnt', 'condition.']}"
Sardarji's Chaats & More,Smriti Sinha,"They will accept your order even if they don't have the items. After 40 mins they say they don't have it and doesnt cancel it. And Delivery boy will also mark your order as delivered. In short words , go for dine in or choose different good apps to order .",1,"2 Reviews , 17 Followers",12/9/2018 22:33,0,,
Sardarji's Chaats & More,RAHUL DEY,"Too bad service, does not accept the Order multiple times & does not receive Calls too. And the best part, they cancel the Orders after money gets deducted. Very bad experience, I mean WORST Experience.",1,"5 Reviews , 999 Followers",12/7/2018 21:38,0,,"{'food': ['Too bad service', 'does not accept the Order multiple times', 'does not receive Calls too'], 'drink': ['Very bad experience', 'WORST Experience']}"
Sardarji's Chaats & More,Projwal Tiwari,Really good with the taste and the quality!! Pocket friendly and worth giving a try!! Dal makhani with rice is what I would recommend to try!!,4,"7 Reviews , 215 Followers",12/6/2018 13:29,1,,"{'food': ['Dal makhani with rice'], 'drink': []}"
Sardarji's Chaats & More,Princy Singh Rajput,"I have been to this place after six months. I have tried chaat and aloo Naan with daal makhni but all tasted average.
There is some serious issue with the person sitting at cash counter. He was very unprofessional with customers.",2,"66 Reviews , 131 Followers",12/2/2018 11:20,0,,
Sardarji's Chaats & More,Tejas Rajput,packing is not good,3,"3 Reviews , 1 Follower",11/29/2018 22:25,0,,"{'food': ['packing'], 'drink': []}"
Sardarji's Chaats & More,Sunil Toshniwal,no spoon ... no tissues,1,1 Review,11/15/2018 18:57,0,,"{'food': ['no spoon', 'no tissues'], 'drink': []}"
Sardarji's Chaats & More,Kalyan Madduru,"Located in Indira nagar, This outlet serves chats along with limited tandoor and Punjabi style main course dishes. Ordered paneer butter masala half along with rumali roti and butter naan. Prices were reasonable and pocket friendly. Less than 200 bucks AI.

Paneer butter masala was extra tangy, unlike traditional restaurant style dishes. Paneer quantity was very less, 4 small pieces served in a cup of smooth textured gravy. Tandoori items tasted good. Ordered earthen pot cooled milk in the end, with chat masala added, 30 bucks per glass.",3,"46 Reviews , 23 Followers",11/14/2018 0:45,0,,"{'food': ['paneer butter masala', 'tandoori items'], 'drink': ['rumali roti', 'butter naan', 'earthen pot cooled milk']}"
Sardarji's Chaats & More,Sneha Gupta,tasteless dal makhani... eating kulcha with it made it tasteless too!,1,"10 Reviews , 119 Followers",11/13/2018 23:25,0,,"{'food': ['dal makhani', 'kulcha'], 'drink': []}"
Sardarji's Chaats & More,Jayaram Boyina,excellent delivery,5,"17 Reviews , 13 Followers",11/13/2018 14:41,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
Sardarji's Chaats & More,Bhavi Solanki,"Hyderabad and Good North Indian Food! Was wondering where will I find such good North Indian Food until I landed to this place!

Taste : Ordered chats and Dal Makhani & Alu Kulcha Combo.. Must say such tasty Punjabi food made me very happy!
Service : Good Service!

The counter is busy on Weekends totally!! If you crave for Punjabi Food, this is a MUST VISIT place!!!",4,"85 Reviews , 301 Followers",11/4/2018 23:23,1,,"{'food': ['Hyderabad', 'Good North Indian Food'], 'drink': []}"
Sardarji's Chaats & More,Aman Agarwal,The best vada pav I had in gachibowli. Chaats are just awesome. You will love Alu kulcha with Dal makhani although they should increase the quantity of Dal makhani but overall it's a great place to eat.,5,"35 Reviews , 27 Followers",11/3/2018 12:38,0,,"{'food': ['vada pav', 'chaats', 'Alu kulcha'], 'drink': []}"
Sardarji's Chaats & More,Aman Arora,"Ordered via Zomato delivery. Great taste and packaging. However, Portions can be increased a little though. Also dude no onion or green chutney along :(",4,"30 Reviews , 7589 Followers",10/31/2018 22:33,0,,"{'food': ['Great taste', 'Packaging'], 'drink': []}"
Sardarji's Chaats & More,Foodie Goodie,"It was the second time i ordered something from here, and both the times food was delicious , first time i ordered for an alloo paratha it was huge in size and wasn't able to eat full , and this time ordered aloo cheese sandwich , it was yummy , loved it , will definitely try some other things from here.",5,"60 Reviews , 698 Followers",10/22/2018 19:31,0,,"{'food': ['alloo paratha', 'aloo cheese sandwich'], 'drink': []}"
Sardarji's Chaats & More,Upendra,"This is something one would definitely like... they serve n number of variety in north indian food. Must try once they will never disappoint you, l bet",4,"6 Reviews , 1 Follower",10/22/2018 3:15,0,,"{'food': ['n number of variety in north indian food'], 'drink': []}"
Sardarji's Chaats & More,Sidharth Singal,one of the better places to go for north Indian style paranthas. Chat is also good not that great though if you want north Indian style. Have been here quite a number of times and always find it crowded. Has never disappointed.,4,"135 Reviews , 255 Followers",10/19/2018 22:16,0,,"{'food': ['paranthas'], 'drink': []}"
Sardarji's Chaats & More,Shrish Deshpande,"Had samosa, Pani puri & Kulcha comBo here.
Best food !
Hygiene wise a bit low. Food was far better to ignore all other lows.
Highly recommend!!",4,"37 Reviews , 72 Followers",10/18/2018 21:06,0,,"{'food': ['samosa', 'pani puri', 'kulcha'], 'drink': []}"
Sardarji's Chaats & More,Tushar Vaidya,yesterday there was leakage of water pipe(possibly drainage pipe)at restaurant .... instead of repairing that they are shamelessly kept counter open .... customer had to stand in line while water is leaking beside and at the same time eat beside that water leaking pipeline .... I would suggest first repair pipe line and then open restaurant....... serving in this condition to customers shows no value of customers,1,"4 Reviews , 3 Followers",10/14/2018 21:37,0,,"{'food': ['customer had to stand in line while water is leaking beside and at the same time eat beside that water leaking pipeline'], 'drink': []}"
Sardarji's Chaats & More,Neeraj Alexander,Ordered bhel puri from this place and I found an ant in while I was eating. These guys are unhygienic and dont take necessary precautions to ensure that they protect the food they prepare from all the insects around the area. Be careful!,1,"5 Reviews , 11 Followers",10/12/2018 20:34,1,,"{'food': ['bhel puri'], 'drink': []}"
Sardarji's Chaats & More,Aparna Wani,"If you dont want to deliver the food then dont accept the orders in the first place and the cancellation call from zomato comes when you expect your food. Be careful while accepting the orders or at least dont make  the hungry people wait even to know about the cancellations 

Giving 1 star bcoz cant rate below that",1,6 Reviews,10/11/2018 23:09,0,,
Sardarji's Chaats & More,Shivam,"Punjabi food gets you?Well go there soon then. Their chole bhature and club grilled sandwiches are something which are really amazing even the best joints can't beat.

There's no ambiance or proper sitting but it's worth it!",4,"19 Reviews , 39 Followers",10/9/2018 21:10,0,,"{'food': ['chole bhature', 'club grilled sandwiches'], 'drink': []}"
